id,fix_acidity,vol_acidity,citric_acid,sugar,chlorides,free_sulfur,total_sulfur,density,pH,sulphates,alcohol,quality
834,11.60,0.47,0.44,1.60,0.15,36.00,51.00,1.00,3.38,0.86,9.90,4.00
835,8.80,0.69,0.26,1.60,0.09,16.00,23.00,1.00,3.32,0.47,9.40,5.00
836,7.60,0.67,0.10,1.50,0.07,27.00,55.00,1.00,3.39,0.51,9.30,5.00
837,6.70,0.28,0.28,2.40,0.01,36.00,100.00,0.99,3.26,0.39,11.70,7.00
838,6.70,0.28,0.28,2.40,0.01,36.00,100.00,0.99,3.26,0.39,11.70,7.00
839,10.10,0.31,0.35,1.60,0.08,9.00,28.00,1.00,3.24,0.83,11.20,7.00
840,6.00,0.50,0.04,2.20,0.09,13.00,26.00,1.00,3.46,0.47,10.00,5.00
841,11.10,0.42,0.47,2.65,0.09,9.00,34.00,1.00,3.24,0.77,12.10,7.00
842,6.60,0.66,0.00,3.00,0.12,21.00,31.00,1.00,3.45,0.63,10.30,5.00
843,10.60,0.50,0.45,2.60,0.12,34.00,68.00,1.00,3.23,0.72,10.90,6.00
844,7.10,0.69,0.35,2.00,0.09,9.00,92.00,1.00,3.28,0.62,9.40,5.00
845,9.90,0.25,0.46,1.70,0.06,26.00,42.00,1.00,3.18,0.83,10.60,6.00
846,6.40,0.64,0.21,1.80,0.08,14.00,31.00,1.00,3.59,0.66,9.80,5.00
847,6.40,0.64,0.21,1.80,0.08,14.00,31.00,1.00,3.59,0.66,9.80,5.00
848,7.40,0.68,0.16,1.80,0.08,12.00,39.00,1.00,3.50,0.70,9.90,6.00
849,6.40,0.64,0.21,1.80,0.08,14.00,31.00,1.00,3.59,0.66,9.80,5.00
850,6.40,0.63,0.21,1.60,0.08,12.00,32.00,1.00,3.58,0.66,9.80,5.00
851,9.30,0.43,0.44,1.90,0.09,9.00,22.00,1.00,3.28,0.55,9.50,5.00
852,9.30,0.43,0.44,1.90,0.09,9.00,22.00,1.00,3.28,0.55,9.50,5.00
853,8.00,0.42,0.32,2.50,0.08,26.00,122.00,1.00,3.22,1.07,9.70,5.00
854,9.30,0.36,0.39,1.50,0.08,41.00,55.00,1.00,3.47,0.73,10.90,6.00
855,9.30,0.36,0.39,1.50,0.08,41.00,55.00,1.00,3.47,0.73,10.90,6.00
856,7.60,0.74,0.02,2.50,0.07,10.00,14.00,1.00,3.51,0.71,11.70,7.00
857,9.30,0.36,0.39,1.50,0.08,41.00,55.00,1.00,3.47,0.73,10.90,6.00
858,8.20,0.26,0.34,2.50,0.07,16.00,47.00,1.00,3.40,0.78,11.30,7.00
859,11.70,0.28,0.47,1.70,0.05,17.00,32.00,1.00,3.15,0.67,10.60,7.00
860,6.80,0.56,0.22,1.80,0.07,15.00,24.00,0.99,3.40,0.82,11.20,6.00
861,7.20,0.62,0.06,2.70,0.08,15.00,85.00,1.00,3.51,0.54,9.50,5.00
862,5.80,1.01,0.66,2.00,0.04,15.00,88.00,0.99,3.66,0.60,11.50,6.00
863,7.50,0.42,0.32,2.70,0.07,7.00,25.00,1.00,3.24,0.44,10.40,5.00
864,7.20,0.62,0.06,2.50,0.08,17.00,84.00,1.00,3.51,0.53,9.70,5.00
865,7.20,0.62,0.06,2.70,0.08,15.00,85.00,1.00,3.51,0.54,9.50,5.00
866,7.20,0.64,0.07,2.60,0.08,16.00,86.00,1.00,3.51,0.54,9.70,5.00
867,6.80,0.49,0.22,2.30,0.07,13.00,24.00,0.99,3.41,0.83,11.30,6.00
868,6.90,0.51,0.23,2.00,0.07,13.00,22.00,0.99,3.40,0.84,11.20,6.00
869,6.80,0.56,0.22,1.80,0.07,15.00,24.00,0.99,3.40,0.82,11.20,6.00
870,7.60,0.63,0.03,2.00,0.08,27.00,43.00,1.00,3.44,0.64,10.90,6.00
871,7.70,0.72,0.01,2.10,0.06,31.00,43.00,0.99,3.41,0.57,11.80,6.00
872,6.90,0.56,0.03,1.50,0.09,36.00,46.00,1.00,3.53,0.57,10.60,5.00
873,7.30,0.35,0.24,2.00,0.07,28.00,48.00,1.00,3.43,0.54,10.00,4.00
874,9.10,0.21,0.37,1.60,0.07,6.00,10.00,1.00,3.23,0.58,11.10,7.00
875,10.40,0.38,0.46,2.10,0.10,6.00,10.00,1.00,3.12,0.65,11.80,7.00
876,8.80,0.31,0.40,2.80,0.11,7.00,16.00,1.00,3.31,0.79,11.80,7.00
877,7.10,0.47,0.00,2.20,0.07,7.00,14.00,1.00,3.40,0.58,10.90,4.00
878,7.70,0.72,0.01,2.10,0.06,31.00,43.00,0.99,3.41,0.57,11.80,6.00
879,8.80,0.61,0.19,4.00,0.09,30.00,69.00,1.00,3.22,0.50,10.00,6.00
880,7.20,0.60,0.04,2.50,0.08,18.00,88.00,1.00,3.53,0.55,9.50,5.00
881,9.20,0.56,0.18,1.60,0.08,10.00,21.00,1.00,3.15,0.49,9.90,5.00
882,7.60,0.72,0.00,2.10,0.07,30.00,35.00,1.00,3.48,0.65,11.40,6.00
883,8.40,0.31,0.29,3.10,0.19,14.00,26.00,1.00,3.22,0.78,12.00,6.00
884,7.20,0.60,0.04,2.50,0.08,18.00,88.00,1.00,3.53,0.55,9.50,5.00
885,8.80,0.61,0.19,4.00,0.09,30.00,69.00,1.00,3.22,0.50,10.00,6.00
886,8.90,0.75,0.14,2.50,0.09,9.00,30.00,1.00,3.34,0.64,10.50,5.00
887,9.00,0.80,0.12,2.40,0.08,8.00,28.00,1.00,3.33,0.65,10.40,6.00
888,10.70,0.52,0.38,2.60,0.07,29.00,56.00,1.00,3.15,0.79,12.10,7.00
889,6.80,0.57,0.00,2.50,0.07,32.00,64.00,0.99,3.43,0.56,11.20,6.00
890,10.70,0.90,0.34,6.60,0.11,23.00,99.00,1.00,3.22,0.68,9.30,5.00
891,7.20,0.34,0.24,2.00,0.07,30.00,52.00,1.00,3.44,0.58,10.10,5.00
892,7.20,0.66,0.03,2.30,0.08,16.00,86.00,1.00,3.53,0.57,9.70,5.00
893,10.10,0.45,0.23,1.90,0.08,10.00,18.00,1.00,3.22,0.65,9.30,6.00
894,7.20,0.66,0.03,2.30,0.08,16.00,86.00,1.00,3.53,0.57,9.70,5.00
895,7.20,0.63,0.03,2.20,0.08,17.00,88.00,1.00,3.53,0.58,9.80,6.00
896,7.10,0.59,0.01,2.30,0.08,27.00,43.00,1.00,3.42,0.58,10.70,6.00
897,8.30,0.31,0.39,2.40,0.08,17.00,43.00,0.99,3.31,0.77,12.50,7.00
898,7.10,0.59,0.01,2.30,0.08,27.00,43.00,1.00,3.42,0.58,10.70,6.00
899,8.30,0.31,0.39,2.40,0.08,17.00,43.00,0.99,3.31,0.77,12.50,7.00
900,8.30,1.02,0.02,3.40,0.08,6.00,11.00,1.00,3.48,0.49,11.00,3.00
901,8.90,0.31,0.36,2.60,0.06,10.00,39.00,1.00,3.40,0.69,11.80,5.00
902,7.40,0.64,0.10,2.40,0.08,16.00,33.00,1.00,3.58,0.69,10.80,7.00
903,7.40,0.64,0.10,2.40,0.08,16.00,33.00,1.00,3.58,0.69,10.80,7.00
904,6.80,0.59,0.06,6.00,0.06,11.00,18.00,1.00,3.41,0.59,10.80,7.00
905,6.80,0.59,0.06,6.00,0.06,11.00,18.00,1.00,3.41,0.59,10.80,7.00
906,9.20,0.58,0.20,3.00,0.08,15.00,115.00,1.00,3.23,0.59,9.50,5.00
907,7.20,0.54,0.27,2.60,0.08,12.00,78.00,1.00,3.39,0.71,11.00,5.00
908,6.10,0.56,0.00,2.20,0.08,6.00,9.00,0.99,3.59,0.54,11.50,6.00
909,7.40,0.52,0.13,2.40,0.08,34.00,61.00,1.00,3.43,0.59,10.80,6.00
910,7.30,0.31,0.39,1.20,0.06,7.00,11.00,0.99,3.29,0.52,11.50,6.00
911,9.30,0.38,0.48,3.80,0.13,3.00,11.00,1.00,3.23,0.57,13.20,6.00
912,9.10,0.28,0.46,9.00,0.11,3.00,9.00,1.00,3.18,0.60,10.90,6.00
913,10.00,0.46,0.44,2.90,0.07,4.00,8.00,1.00,3.33,0.62,12.20,6.00
914,9.40,0.40,0.46,4.60,0.09,3.00,10.00,1.00,3.27,0.64,12.20,7.00
915,7.30,0.31,0.39,1.20,0.06,7.00,11.00,0.99,3.29,0.52,11.50,6.00
916,8.60,0.32,0.40,2.20,0.08,3.00,6.00,1.00,3.27,0.67,11.90,6.00
917,5.30,0.72,0.19,1.50,0.16,7.00,62.00,0.99,3.62,0.61,11.00,5.00
918,6.80,0.41,0.31,8.80,0.08,26.00,45.00,1.00,3.38,0.64,10.10,6.00
919,8.40,0.36,0.32,2.20,0.08,32.00,79.00,1.00,3.30,0.72,11.00,6.00
920,8.40,0.62,0.12,1.80,0.07,38.00,46.00,1.00,3.38,0.89,11.80,6.00
921,9.60,0.41,0.37,2.30,0.09,10.00,23.00,1.00,3.24,0.56,10.50,5.00
922,8.40,0.36,0.32,2.20,0.08,32.00,79.00,1.00,3.30,0.72,11.00,6.00
923,8.40,0.62,0.12,1.80,0.07,38.00,46.00,1.00,3.38,0.89,11.80,6.00
924,6.80,0.41,0.31,8.80,0.08,26.00,45.00,1.00,3.38,0.64,10.10,6.00
925,8.60,0.47,0.27,2.30,0.06,14.00,28.00,1.00,3.18,0.80,11.20,5.00
926,8.60,0.22,0.36,1.90,0.06,53.00,77.00,1.00,3.47,0.87,11.00,7.00
927,9.40,0.24,0.33,2.30,0.06,52.00,73.00,1.00,3.47,0.90,10.20,6.00
928,8.40,0.67,0.19,2.20,0.09,11.00,75.00,1.00,3.20,0.59,9.20,4.00
929,8.60,0.47,0.27,2.30,0.06,14.00,28.00,1.00,3.18,0.80,11.20,5.00
930,8.70,0.33,0.38,3.30,0.06,10.00,19.00,0.99,3.30,0.73,12.00,7.00
931,6.60,0.61,0.01,1.90,0.08,8.00,25.00,1.00,3.69,0.73,10.50,5.00
932,7.40,0.61,0.01,2.00,0.07,13.00,38.00,1.00,3.48,0.65,9.80,5.00
933,7.60,0.40,0.29,1.90,0.08,29.00,66.00,1.00,3.45,0.59,9.50,6.00
934,7.40,0.61,0.01,2.00,0.07,13.00,38.00,1.00,3.48,0.65,9.80,5.00
935,6.60,0.61,0.01,1.90,0.08,8.00,25.00,1.00,3.69,0.73,10.50,5.00
936,8.80,0.30,0.38,2.30,0.06,19.00,72.00,1.00,3.39,0.72,11.80,6.00
937,8.80,0.30,0.38,2.30,0.06,19.00,72.00,1.00,3.39,0.72,11.80,6.00
938,12.00,0.63,0.50,1.40,0.07,6.00,26.00,1.00,3.07,0.60,10.40,4.00
939,7.20,0.38,0.38,2.80,0.07,23.00,42.00,0.99,3.34,0.72,12.90,7.00
940,6.20,0.46,0.17,1.60,0.07,7.00,11.00,0.99,3.61,0.54,11.40,5.00
941,9.60,0.33,0.52,2.20,0.07,13.00,25.00,1.00,3.36,0.76,12.40,7.00
942,9.90,0.27,0.49,5.00,0.08,9.00,17.00,0.99,3.19,0.52,12.50,7.00
943,10.10,0.43,0.40,2.60,0.09,13.00,52.00,1.00,3.22,0.64,10.00,7.00
944,9.80,0.50,0.34,2.30,0.09,10.00,45.00,1.00,3.24,0.60,9.70,7.00
945,8.30,0.30,0.49,3.80,0.09,11.00,24.00,0.99,3.27,0.64,12.10,7.00
946,10.20,0.44,0.42,2.00,0.07,7.00,20.00,1.00,3.14,0.79,11.10,7.00
947,10.20,0.44,0.58,4.10,0.09,11.00,24.00,1.00,3.29,0.99,12.00,7.00
948,8.30,0.28,0.48,2.10,0.09,6.00,12.00,0.99,3.26,0.62,12.40,7.00
949,8.90,0.12,0.45,1.80,0.08,10.00,21.00,1.00,3.41,0.76,11.90,7.00
950,8.90,0.12,0.45,1.80,0.08,10.00,21.00,1.00,3.41,0.76,11.90,7.00
951,8.90,0.12,0.45,1.80,0.08,10.00,21.00,1.00,3.41,0.76,11.90,7.00
952,8.30,0.28,0.48,2.10,0.09,6.00,12.00,0.99,3.26,0.62,12.40,7.00
953,8.20,0.31,0.40,2.20,0.06,6.00,10.00,1.00,3.31,0.68,11.20,7.00
954,10.20,0.34,0.48,2.10,0.05,5.00,9.00,0.99,3.20,0.69,12.10,7.00
955,7.60,0.43,0.40,2.70,0.08,6.00,11.00,1.00,3.44,0.54,12.20,6.00
956,8.50,0.21,0.52,1.90,0.09,9.00,23.00,1.00,3.36,0.67,10.40,5.00
957,9.00,0.36,0.52,2.10,0.11,5.00,10.00,1.00,3.31,0.62,11.30,6.00
958,9.50,0.37,0.52,2.00,0.09,12.00,51.00,1.00,3.29,0.58,11.10,6.00
959,6.40,0.57,0.12,2.30,0.12,25.00,36.00,1.00,3.47,0.71,11.30,7.00
960,8.00,0.59,0.05,2.00,0.09,12.00,32.00,1.00,3.36,0.61,10.00,5.00
961,8.50,0.47,0.27,1.90,0.06,18.00,38.00,1.00,3.16,0.85,11.10,6.00
962,7.10,0.56,0.14,1.60,0.08,7.00,18.00,1.00,3.27,0.62,9.30,5.00
963,6.60,0.57,0.02,2.10,0.12,6.00,16.00,1.00,3.38,0.69,9.50,5.00
964,8.80,0.27,0.39,2.00,0.10,20.00,27.00,1.00,3.15,0.69,11.20,6.00
965,8.50,0.47,0.27,1.90,0.06,18.00,38.00,1.00,3.16,0.85,11.10,6.00
966,8.30,0.34,0.40,2.40,0.07,24.00,48.00,1.00,3.34,0.86,11.00,6.00
967,9.00,0.38,0.41,2.40,0.10,6.00,10.00,1.00,3.13,0.58,11.90,7.00
968,8.50,0.66,0.20,2.10,0.10,23.00,113.00,1.00,3.13,0.48,9.20,5.00
969,9.00,0.40,0.43,2.40,0.07,29.00,46.00,0.99,3.20,0.60,12.20,6.00
970,6.70,0.56,0.09,2.90,0.08,7.00,22.00,1.00,3.46,0.61,10.20,5.00
971,10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6.00
972,10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6.00
973,10.10,0.38,0.50,2.40,0.10,6.00,13.00,1.00,3.22,0.65,11.60,7.00
974,8.50,0.34,0.44,1.70,0.08,6.00,12.00,1.00,3.52,0.63,10.70,5.00
975,8.80,0.33,0.41,5.90,0.07,7.00,13.00,1.00,3.30,0.62,12.10,7.00
976,7.20,0.41,0.30,2.10,0.08,35.00,72.00,1.00,3.44,0.52,9.40,5.00
977,7.20,0.41,0.30,2.10,0.08,35.00,72.00,1.00,3.44,0.52,9.40,5.00
978,8.40,0.59,0.29,2.60,0.11,31.00,119.00,1.00,3.15,0.50,9.10,5.00
979,7.00,0.40,0.32,3.60,0.06,9.00,29.00,0.99,3.28,0.49,11.30,7.00
980,12.20,0.45,0.49,1.40,0.08,3.00,6.00,1.00,3.13,0.63,10.40,5.00
981,9.10,0.50,0.30,1.90,0.07,8.00,17.00,1.00,3.32,0.71,10.50,6.00
982,9.50,0.86,0.26,1.90,0.08,13.00,28.00,1.00,3.25,0.62,10.00,5.00
983,7.30,0.52,0.32,2.10,0.07,51.00,70.00,0.99,3.34,0.82,12.90,6.00
984,9.10,0.50,0.30,1.90,0.07,8.00,17.00,1.00,3.32,0.71,10.50,6.00
985,12.20,0.45,0.49,1.40,0.08,3.00,6.00,1.00,3.13,0.63,10.40,5.00
986,7.40,0.58,0.00,2.00,0.06,7.00,11.00,1.00,3.45,0.58,11.30,6.00
987,9.80,0.34,0.39,1.40,0.07,3.00,7.00,0.99,3.19,0.55,11.40,7.00
988,7.10,0.36,0.30,1.60,0.08,35.00,70.00,1.00,3.44,0.50,9.40,5.00
989,7.70,0.39,0.12,1.70,0.10,19.00,27.00,1.00,3.16,0.49,9.40,5.00
990,9.70,0.30,0.40,1.50,0.07,14.00,21.00,1.00,3.14,0.51,10.90,6.00
991,7.70,0.39,0.12,1.70,0.10,19.00,27.00,1.00,3.16,0.49,9.40,5.00
992,7.10,0.34,0.28,2.00,0.08,31.00,68.00,1.00,3.45,0.48,9.40,5.00
993,6.50,0.40,0.10,2.00,0.08,30.00,47.00,1.00,3.36,0.48,9.40,6.00
994,7.10,0.34,0.28,2.00,0.08,31.00,68.00,1.00,3.45,0.48,9.40,5.00
995,10.00,0.35,0.45,2.50,0.09,20.00,88.00,1.00,3.15,0.43,9.40,5.00
996,7.70,0.60,0.06,2.00,0.08,19.00,41.00,1.00,3.39,0.62,10.10,6.00
997,5.60,0.66,0.00,2.20,0.09,3.00,11.00,0.99,3.71,0.63,12.80,7.00
998,5.60,0.66,0.00,2.20,0.09,3.00,11.00,0.99,3.71,0.63,12.80,7.00
999,8.90,0.84,0.34,1.40,0.05,4.00,10.00,1.00,3.12,0.48,9.10,6.00
1000,6.40,0.69,0.00,1.65,0.06,7.00,12.00,0.99,3.47,0.53,12.90,6.00
1001,7.50,0.43,0.30,2.20,0.06,6.00,12.00,0.99,3.44,0.72,11.50,7.00
1002,9.90,0.35,0.38,1.50,0.06,31.00,47.00,1.00,3.26,0.82,10.60,7.00
1003,9.10,0.29,0.33,2.05,0.06,13.00,27.00,1.00,3.26,0.84,11.70,7.00
1004,6.80,0.36,0.32,1.80,0.07,4.00,8.00,0.99,3.36,0.55,12.80,7.00
1005,8.20,0.43,0.29,1.60,0.08,27.00,45.00,1.00,3.25,0.54,10.30,5.00
1006,6.80,0.36,0.32,1.80,0.07,4.00,8.00,0.99,3.36,0.55,12.80,7.00
1007,9.10,0.29,0.33,2.05,0.06,13.00,27.00,1.00,3.26,0.84,11.70,7.00
1008,9.10,0.30,0.34,2.00,0.06,12.00,25.00,1.00,3.26,0.84,11.70,7.00
1009,8.90,0.35,0.40,3.60,0.11,12.00,24.00,1.00,3.23,0.70,12.00,7.00
1010,9.60,0.50,0.36,2.80,0.12,26.00,55.00,1.00,3.18,0.68,10.90,5.00
1011,8.90,0.28,0.45,1.70,0.07,7.00,12.00,0.99,3.25,0.55,12.30,7.00
1012,8.90,0.32,0.31,2.00,0.09,12.00,19.00,1.00,3.17,0.55,10.40,6.00
1013,7.70,1.01,0.15,2.10,0.10,11.00,32.00,1.00,3.23,0.48,10.00,5.00
1014,7.50,0.71,0.00,1.60,0.09,22.00,31.00,1.00,3.38,0.58,10.00,6.00
1015,8.00,0.58,0.16,2.00,0.12,3.00,7.00,0.99,3.22,0.58,11.20,6.00
1016,10.50,0.39,0.46,2.20,0.08,14.00,27.00,1.00,3.06,0.84,11.40,6.00
1017,8.90,0.38,0.40,2.20,0.07,12.00,28.00,0.99,3.27,0.75,12.60,7.00
1018,8.00,0.18,0.37,0.90,0.05,36.00,109.00,0.99,2.89,0.44,12.70,6.00
1019,8.00,0.18,0.37,0.90,0.05,36.00,109.00,0.99,2.89,0.44,12.70,6.00
1020,7.00,0.50,0.14,1.80,0.08,10.00,23.00,1.00,3.53,0.61,10.40,5.00
1021,11.30,0.36,0.66,2.40,0.12,3.00,8.00,1.00,3.20,0.53,11.90,6.00
1022,11.30,0.36,0.66,2.40,0.12,3.00,8.00,1.00,3.20,0.53,11.90,6.00
1023,7.00,0.51,0.09,2.10,0.06,4.00,9.00,1.00,3.35,0.54,10.50,5.00
1024,8.20,0.32,0.42,2.30,0.10,3.00,9.00,1.00,3.27,0.55,12.30,6.00
1025,7.70,0.58,0.01,1.80,0.09,12.00,18.00,1.00,3.32,0.56,10.50,7.00
1026,8.60,0.83,0.00,2.80,0.10,17.00,43.00,1.00,3.33,0.60,10.40,6.00
1027,7.90,0.31,0.32,1.90,0.07,14.00,36.00,0.99,3.41,0.56,12.60,6.00
1028,6.40,0.80,0.00,2.20,0.07,28.00,52.00,0.99,3.49,0.52,11.60,5.00
1029,7.20,0.34,0.21,2.50,0.08,41.00,68.00,1.00,3.37,0.54,10.10,6.00
1030,7.70,0.58,0.01,1.80,0.09,12.00,18.00,1.00,3.32,0.56,10.50,7.00
1031,7.10,0.59,0.00,2.10,0.09,9.00,14.00,0.99,3.42,0.55,11.50,7.00
1032,7.30,0.55,0.01,1.80,0.09,9.00,15.00,1.00,3.35,0.58,11.00,7.00
1033,8.10,0.82,0.00,4.10,0.10,5.00,14.00,1.00,3.36,0.53,9.60,5.00
1034,7.50,0.57,0.08,2.60,0.09,14.00,27.00,1.00,3.30,0.59,10.40,6.00
1035,8.90,0.75,0.18,2.50,0.08,15.00,48.00,1.00,3.20,0.47,9.70,6.00
1036,10.10,0.37,0.34,2.40,0.09,5.00,17.00,1.00,3.17,0.65,10.60,7.00
1037,7.60,0.31,0.34,2.50,0.08,26.00,35.00,0.99,3.22,0.59,12.50,7.00
1038,7.30,0.91,0.10,1.80,0.07,20.00,56.00,1.00,3.35,0.56,9.20,5.00
1039,8.70,0.41,0.41,6.20,0.08,25.00,42.00,1.00,3.24,0.77,12.60,7.00
1040,8.90,0.50,0.21,2.20,0.09,21.00,39.00,1.00,3.33,0.83,11.10,6.00
1041,7.40,0.97,0.00,2.20,0.09,16.00,32.00,1.00,3.58,0.67,10.20,5.00
1042,6.90,0.49,0.19,1.70,0.08,13.00,26.00,1.00,3.38,0.64,9.80,6.00
1043,8.90,0.50,0.21,2.20,0.09,21.00,39.00,1.00,3.33,0.83,11.10,6.00
1044,9.50,0.39,0.41,8.90,0.07,18.00,39.00,1.00,3.29,0.81,10.90,7.00
1045,6.40,0.39,0.33,3.30,0.05,12.00,53.00,0.99,3.36,0.62,12.20,6.00
1046,6.90,0.44,0.00,1.40,0.07,32.00,38.00,0.99,3.32,0.58,11.40,6.00
1047,7.60,0.78,0.00,1.70,0.08,33.00,45.00,1.00,3.31,0.62,10.70,6.00
1048,7.10,0.43,0.17,1.80,0.08,27.00,51.00,1.00,3.49,0.64,10.40,5.00
1049,9.30,0.49,0.36,1.70,0.08,3.00,14.00,1.00,3.27,0.78,10.90,6.00
1050,9.30,0.50,0.36,1.80,0.08,6.00,17.00,1.00,3.27,0.77,10.80,6.00
1051,7.10,0.43,0.17,1.80,0.08,27.00,51.00,1.00,3.49,0.64,10.40,5.00
1052,8.50,0.46,0.59,1.40,0.41,16.00,45.00,1.00,3.03,1.34,9.20,5.00
1053,5.60,0.61,0.05,2.40,0.07,19.00,25.00,0.99,3.56,0.55,12.90,5.00
1054,8.30,0.33,0.42,2.30,0.07,9.00,20.00,0.99,3.38,0.77,12.70,7.00
1055,8.20,0.64,0.27,2.00,0.10,5.00,77.00,1.00,3.13,0.62,9.10,6.00
1056,8.20,0.64,0.27,2.00,0.10,5.00,77.00,1.00,3.13,0.62,9.10,6.00
1057,8.90,0.48,0.53,4.00,0.10,3.00,10.00,1.00,3.21,0.59,12.10,7.00
1058,7.60,0.42,0.25,3.90,0.10,28.00,90.00,1.00,3.15,0.57,9.10,5.00
1059,9.90,0.53,0.57,2.40,0.09,30.00,52.00,1.00,3.19,0.76,11.60,7.00
1060,8.90,0.48,0.53,4.00,0.10,3.00,10.00,1.00,3.21,0.59,12.10,7.00
1061,11.60,0.23,0.57,1.80,0.07,3.00,8.00,1.00,3.14,0.70,9.90,6.00
1062,9.10,0.40,0.50,1.80,0.07,7.00,16.00,0.99,3.21,0.69,12.50,8.00
1063,8.00,0.38,0.44,1.90,0.10,6.00,15.00,1.00,3.30,0.64,11.40,6.00
1064,10.20,0.29,0.65,2.40,0.08,6.00,17.00,1.00,3.22,0.63,11.80,6.00
1065,8.20,0.74,0.09,2.00,0.07,5.00,10.00,0.99,3.28,0.57,11.80,6.00
1066,7.70,0.61,0.18,2.40,0.08,6.00,20.00,1.00,3.29,0.60,10.20,6.00
1067,6.60,0.52,0.08,2.40,0.07,13.00,26.00,0.99,3.40,0.72,12.50,7.00
1068,11.10,0.31,0.53,2.20,0.06,3.00,10.00,1.00,3.02,0.83,10.90,7.00
1069,11.10,0.31,0.53,2.20,0.06,3.00,10.00,1.00,3.02,0.83,10.90,7.00
1070,8.00,0.62,0.35,2.80,0.09,28.00,52.00,1.00,3.31,0.62,10.80,5.00
1071,9.30,0.33,0.45,1.50,0.06,19.00,37.00,0.99,3.18,0.89,11.10,7.00
1072,7.50,0.77,0.20,8.10,0.10,30.00,92.00,1.00,3.20,0.58,9.20,5.00
1073,7.20,0.35,0.26,1.80,0.08,33.00,75.00,1.00,3.40,0.58,9.50,6.00
1074,8.00,0.62,0.33,2.70,0.09,16.00,37.00,1.00,3.31,0.58,10.70,6.00
1075,7.50,0.77,0.20,8.10,0.10,30.00,92.00,1.00,3.20,0.58,9.20,5.00
1076,9.10,0.25,0.34,2.00,0.07,45.00,67.00,1.00,3.44,0.86,10.20,7.00
1077,9.90,0.32,0.56,2.00,0.07,3.00,8.00,1.00,3.15,0.73,11.40,6.00
1078,8.60,0.37,0.65,6.40,0.08,3.00,8.00,1.00,3.27,0.58,11.00,5.00
1079,8.60,0.37,0.65,6.40,0.08,3.00,8.00,1.00,3.27,0.58,11.00,5.00
1080,7.90,0.30,0.68,8.30,0.05,37.50,278.00,0.99,3.01,0.51,12.30,7.00
1081,10.30,0.27,0.56,1.40,0.05,3.00,8.00,0.99,3.16,0.51,11.80,6.00
1082,7.90,0.30,0.68,8.30,0.05,37.50,289.00,0.99,3.01,0.51,12.30,7.00
1083,7.20,0.38,0.30,1.80,0.07,31.00,70.00,1.00,3.42,0.59,9.50,6.00
1084,8.70,0.42,0.45,2.40,0.07,32.00,59.00,1.00,3.33,0.77,12.00,6.00
1085,7.20,0.38,0.30,1.80,0.07,31.00,70.00,1.00,3.42,0.59,9.50,6.00
1086,6.80,0.48,0.08,1.80,0.07,40.00,64.00,1.00,3.12,0.49,9.60,5.00
1087,8.50,0.34,0.40,4.70,0.06,3.00,9.00,1.00,3.38,0.66,11.60,7.00
1088,7.90,0.19,0.42,1.60,0.06,18.00,30.00,0.99,3.29,0.69,11.20,6.00
1089,11.60,0.41,0.54,1.50,0.10,22.00,41.00,1.00,3.02,0.76,9.90,7.00
1090,11.60,0.41,0.54,1.50,0.10,22.00,41.00,1.00,3.02,0.76,9.90,7.00
1091,10.00,0.26,0.54,1.90,0.08,42.00,74.00,0.99,2.98,0.63,11.80,8.00
1092,7.90,0.34,0.42,2.00,0.09,8.00,19.00,1.00,3.35,0.60,11.40,6.00
1093,7.00,0.54,0.09,2.00,0.08,10.00,16.00,0.99,3.43,0.59,11.50,6.00
1094,9.20,0.31,0.36,2.20,0.08,11.00,31.00,1.00,3.33,0.86,12.00,7.00
1095,6.60,0.73,0.09,5.50,0.12,9.00,17.00,1.00,3.35,0.49,10.80,6.00
1096,9.40,0.40,0.47,2.50,0.09,6.00,20.00,1.00,3.15,0.50,10.50,5.00
1097,6.60,0.73,0.09,5.50,0.12,9.00,17.00,1.00,3.35,0.49,10.80,6.00
1098,8.60,0.52,0.38,1.50,0.10,5.00,18.00,1.00,3.20,0.52,9.40,5.00
1099,8.00,0.31,0.45,2.10,0.22,5.00,16.00,0.99,3.15,0.81,12.50,7.00
1100,8.60,0.52,0.38,1.50,0.10,5.00,18.00,1.00,3.20,0.52,9.40,5.00
1101,8.40,0.34,0.42,2.10,0.07,23.00,36.00,0.99,3.11,0.78,12.40,6.00
1102,7.40,0.49,0.27,2.10,0.07,14.00,25.00,0.99,3.35,0.63,12.00,6.00
1103,6.10,0.48,0.09,1.70,0.08,18.00,30.00,0.99,3.45,0.54,11.20,6.00
1104,7.40,0.49,0.27,2.10,0.07,14.00,25.00,0.99,3.35,0.63,12.00,6.00
1105,8.00,0.48,0.34,2.20,0.07,16.00,25.00,0.99,3.28,0.66,12.40,6.00
1106,6.30,0.57,0.28,2.10,0.05,13.00,49.00,0.99,3.41,0.60,12.80,5.00
1107,8.20,0.23,0.42,1.90,0.07,9.00,17.00,0.99,3.21,0.54,12.30,6.00
1108,9.10,0.30,0.41,2.00,0.07,10.00,24.00,1.00,3.27,0.85,11.70,7.00
1109,8.10,0.78,0.10,3.30,0.09,4.00,13.00,1.00,3.36,0.49,9.50,5.00
